Scope,Console ID,Current Console ID (Auto generated),GAP ID,CR ID,Tower Name,Release Name,GPO Lead,Process Sub-Lead,Business Unit,IT Tower Lead,RICEFW Type,Deloitte Tower Lead,RICEFW Description/ Short Text,B-App IAPM ID,B-App Name,L3 Process Code,L3 Design Sprint End,FS Responsible Team,TDD Responsible Team,RICEFW Intake Form Status,RICEFW Intake Form Link,Process Steward,Created By,Comments,Status,RICEFW ID,Intimation Alert,Row Id,CR Creation Date,Created
01. IAO ERP,,2385.0,,,06. PTP,03.R3,"Jorge Sanchez, Randy Eck",Laurin Maurer,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","TM:RICEFW1: PTP IP​
Order management for inbound ASN and Non ASN scenarios using automatic optimizer-based planning and  Interactive planning. ​
RICEFW 2: PTP IF​
Order management for inbound ASN and Non ASN scenarios using automatic optimizer-based planning and  Interactive planning.",,,LI-030-170,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BF48B88CD-3130-4D6F-A233-797A6EB07BE3%7D&file=R3%20PTP%20%20LI-030-170%20Manage%20In-bound%20Transportation-ASN%20&%20NON%20_ASN-FU%20Creation.pptx=&wdLOR=c42E5276D-D85A-4F5A-93C3-DA456E7BF8A8&action=edit&mobileredirect=true,Laurin Maurer,,"10/17:SAP comments will be updated by today EOD
10/18: SAP review/complete.
10/18: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,"LOGE0850_IP, LOGE0850_IF",,,,2024-10-11 11:42:58
01. IAO ERP,,2386.0,,,06. PTP,03.R3,"Jorge Sanchez, Randy Eck",Laurin Maurer,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","TM:RICEFW1: PTP IP​
Enhancement to store + transform + trigger freight forwarder rates to CTSI​
RICEFW 2: PTP IF​
Enhancement to store + transform + trigger freight forwarder rates to CTSI.",10912.0,Contracted Rates Management,LI-030-060,R3 Design Sprint 5,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BEE2C4B21-F546-4D00-B3C1-77876BE357F6%7D&file=R3%20PTP%20%20LI-030%20-060%20Manage%20In-bound%20Transportation-Enhancement%20to%20store%20%20%20transform%20%20%20trigger%20freight%20forwarder%20rates%20to%20CTSI.pptx&wdLOR=c7E1712ED-84F2-4731-A8DA-0124ED39F22F&action=edit&mobileredirect=true,Laurin Maurer,,"10/15: SAP approved.
10/15: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,"LOGE0851_IP, LOGE0851_IF",,,,2024-10-11 11:54:17
01. IAO ERP,,2387.0,,,06. PTP,03.R3,"Jorge Sanchez, Randy Eck",Laurin Maurer,01.IP - Intel Product,Steffanie Maxey,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","TM:RICEFW1: PTP IP​
Outbound Interface to send freight forwarder rates from TM to CTSI.",10912.0,Contracted Rates Management,LI-030-060,R3 Design Sprint 5,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B3EB1D112-0D02-4329-80D6-D14F8AE573ED%7D&file=R3%20PTP%20%20LI-030%20-060%20Manage%20In-bound%20Transportation-Outbound%20Interface%20to%20send%20freight%20forwarder%20rates%20from%20TM%20to%20CTSI.pptx&wdLOR=cAF7500C7-103A-4757-9BC9-DAB2B468E3B2&action=edit&mobileredirect=true,Laurin Maurer,,"10/15: SAP approved.
10/15: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,"LOGI0852_IP,LOGI0852_IF",,,,2024-10-11 12:09:04
01. IAO ERP,,2388.0,,,06. PTP,03.R3,"Jorge Sanchez, Randy Eck",Laurin Maurer,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","TM:RICEFW1: PTP IP​
Inbound Carrier selection over-ride and exclusion rules to be considered during IRG/ISCG/CTTR​
RICEFW 2: PTP IF​
Inbound Carrier selection over-ride and exclusion rules to be considered during IRG/ISCG/CTTR",10912.0,Routing Guide,LI-030-190,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BD784CED2-8F59-4FA3-812F-8595E64687EA%7D&file=R3%20PTP%20%20LI-030-190%20-%20Manage%20In-bound%20Transportation-%20Inbound%20Carrier%20selection%20rules%20(1).pptx&wdLOR=cACD70274-ACA2-430E-AD30-A18976C72799&action=edit&mobileredirect=true,Laurin Maurer,,"10/15: SAP approved.
10/15: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,"LOGE0853_IP, LOGE0853_IF",,,,2024-10-11 12:15:38
01. IAO ERP,,2389.0,,,08. FTS IP,03.R3,Randy Eck,Randall Paniagua,01.IP - Intel Product,Kim Holloway,02.Interface,"alejandro.perez.espinoza@intel.com, maheshgowda@deloitte.com, Ruben David Alvarez Carroz","Inbound interface to receive Finished Goods “Goods Receipt” (4B2) signal from Factory to post the Goods Receipt in S/4.​
Inbound interface to receive return shipments/RMA from ODM/OSAT/Boxing supplier to post Goods Receipt in S/4",,,L-060-40,,,,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2389_FTS-LE-RICEFW%20intake%20form%20of%204B2%20GR%20signal%20from%20Factory%20to%20S4.pptx?d=w63e3d3a415e340b5b10a0a37b127b963&csf=1&web=1&e=qIycQr,Randall Paniagua,Sahana V,11/18 - Intake processed,03.Processed,LOGI0950,,,,2024-10-12 02:35:58
01. IAO ERP,,2390.0,,,08. FTS IP,03.R3,Randy Eck,Randall Paniagua,01.IP - Intel Product,Kim Holloway,02.Interface,"alejandro.perez.espinoza@intel.com, maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Inbound interface to receive Finished Goods “Goods Receipt” (4B2) signal from 3PL for interplant shipments to post the Goods Receipt in S/4.,,,L-060-80,,,,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2390_FTS-LE-RICEFW%20intake%20form%20of%204B2%20GR%20signal%20from%203PLs%20to%20S4.pptx?d=wce5a14763f10479ab09775dee517229b&csf=1&web=1&e=khzqrw,Randall Paniagua,Sahana V,11/18 - Intake processed,03.Processed,LOGI0951,,,,2024-10-12 02:47:40
,,2391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-13 23:36:09
01. IAO ERP,,2392.0,,,04. OTC IF,03.R3,Randy Eck,manjunath.shastry@intel.com,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Interface from SAP S4 to DBaaS to Fetch Actual COF for FVR batch and COA for AVR batch.,,,LO-170-080,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B6BAFF48E-9F89-40AB-A75E-4A2A1A872504%7D&file=R3_IP%20IF_OTC_interface%20to%20DBaaS_RICEFW%20Intake%20Form%20-.pptx&action=edit&mobileredirect=true,"Junior Milan, manjunath.shastry@intel.com, Shiuk Ming Loke",Preetikumari Shringarmani Tiwari,10/18- per JR approved in GPO,03.Processed,"LOGI0842_IP, LOGI0842_IF",,,,2024-10-13 23:38:02
01. IAO ERP,,2393.0,,,04. OTC IF,03.R3,Randy Eck,manjunath.shastry@intel.com,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Develop Fiori app to View/Edit/Add SOP data(CMDB).,,,LO-190-120,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BD9DC09DC-554D-4BE7-AB77-8DFBB04924BB%7D&file=R3_IP%20and%20IF_OTC_Enhancement%20to%20update%20data%20for%20CMDB%20Intake%20Form.pptx&action=edit&mobileredirect=true,"Junior Milan, manjunath.shastry@intel.com, Shiuk Ming Loke",Preetikumari Shringarmani Tiwari,10/17: Approved by GPO,03.Processed,"LOGE0772_IF,LOGE0772_IP",,,,2024-10-14 00:32:17
01. IAO ERP,,2394.0,,,09A. Master Data,03.R3,Candice S Linnell,,"01.IP - Intel Product
02.IF - Intel Foundry",Mauricio Otarola Guevara,04.Enhancement,Lilibeth Lejarde,,,,,,,,,,,,,,,,,,2024-10-14 01:38:08
01. IAO ERP,,2395.0,HRMM_L3_030_10,,09A. Master Data,03.R3,Candice S Linnell,,01.IP - Intel Product,Mauricio Otarola Guevara,04.Enhancement,Lilibeth Lejarde,"Standard IDOC Enhancement to map WWID same as CP ID and fill PERNR, This method enables you to write or change IDOC to map WWID with CP ID and  IDOC based on HRMD_A* message types are used to transfer Human Resources data, Country key mapping from WCDS 3 Char code to SAP's 2 Char code, Mapping of position IDs as specified for CFO, CEO",,,HR-030-010,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/HRMM_Intake%20Form%20WCDS_CP_ISO.pptx?d=w0a1da6e9ceae4de3a9a761823bf13089&csf=1&web=1&e=cae2oB,,Sapna Bansal,"10/14 Intake form submitted
10/15 Intake form reviewed by SAP team",03.Processed,DATE0758,True,,,2024-10-14 01:46:30
01. IAO ERP,,2396.0,HRMM_L3_030_10,,09A. Master Data,03.R3,Candice S Linnell,,01.IP - Intel Product,Mauricio Otarola Guevara,04.Enhancement,Lilibeth Lejarde,"Segregation of IF IP workers based on biz segment getting retrieved from WCDS and Employees transfer from IF -> IP system and vice a versa, Employee should consider as withdrawn in current system and then rehired in future system",,,HR-030-010,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/HRMM_Intake%20Form_IF_IP%20segregation.pptx?d=wde19f3815e2943f4ba0ccea47d6279b8&csf=1&web=1&e=QnnZAm,,Sapna Bansal,10/14 Intake form submitted,03.Processed,DATE0759,True,,,2024-10-14 02:18:35
,,2397.0,,,,,,,,,,,,,,,,,,,,,,,02.Active,,,,,2024-10-14 02:18:35
01. IAO ERP,,2398.0,MR-020-0009,,03. FPR,03.R3,Shane Bethune,Shira Koerbel,03.Shared Services,Bharath PLVN,04.Enhancement,Prabesh Acharya,Fiori UI for Counterparty Maintenance,,,MR-020-050,R3 Design Sprint 5,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2398_FPR_Fiori%20UI%20for%20CounterParty.pptx?d=w9904cabb44124c04b6067ae780a716b7&csf=1&web=1&e=wC6tRx,Shira Koerbel,Tushar Sachdeva,"11/07: Intake processed 
10/23: Reviewed
10/17: following with team for be presented.",03.Processed,FPRE0929,,,,2024-10-14 04:14:34
01. IAO ERP,,2399.0,MR-020-0010,,03. FPR,03.R3,Shane Bethune,Shira Koerbel,03.Shared Services,Bharath PLVN,06.Workflow,Prabesh Acharya,Workflow for Counterparty Approval,,,MR-020-050,R3 Design Sprint 5,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2399_FPR_Workflow%20for%20CounterParty.pptx?d=w6b134e8bf04142c3879f55bdc9736e56&csf=1&web=1&e=wMhAjS,Shira Koerbel,Tushar Sachdeva,"11/07: Intake processed 
10/23 Reviewed
10/17: following with team for be presented.",03.Processed,FPRW0930,,,,2024-10-14 04:14:34
01. IAO ERP,,2400.0,MR-020-0011,,03. FPR,03.R3,Shane Bethune,Shira Koerbel,03.Shared Services,Bharath PLVN,04.Enhancement,Prabesh Acharya,User Exit to Trigger Replication of CPs to CFIN,,,MR-020-050,R3 Design Sprint 5,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2400_FPR_User%20Exit%20to%20Trigger%20Replication%20of%20CPs%20to%20CFIN.pptx?d=wae978601f5b84ec0b5845a6d23f041c8&csf=1&web=1&e=qLgzQa,Shira Koerbel,Tushar Sachdeva,10/22: It will be Cancelled.,01.inactive,,,,,2024-10-14 04:14:34
01. IAO ERP,,2401.0,,,05. OTC IP,03.R3,Randy Eck,manjunath.shastry@intel.com,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Interface from S4 to MPL send Outbound Delivery related Data,MPL,,LO-170-090,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2401%20-%20S4%20to%20MPL%20Interface.pptx?d=we6eba83f3ec148f089073af06d716351&csf=1&web=1&e=fZg3ca,manjunath.shastry@intel.com,Ketul Ashokkumar Pitroda,,03.Processed,LOGI1067,,,,2024-10-14 10:00:21
01. IAO ERP,,2402.0,PM-080-60,,06. PTP,03.R3,Cari H Shim,,"01.IP - Intel Product
02.IF - Intel Foundry",Kumar Vytla,04.Enhancement,Rajesh Tol,Enhancement to trigger Output type which will generate IDOC once GR or GR reversal done for E2Open relevant DSL.,,E2O,PM-080-060,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PTP_PM-080-060-0004_Enhancement%20required%20during%20GR%20applicable%20for%20DSL%20output%20type%20LPET%20from%20S4%20to%20E2O%20_IF%20_IP.pptx?d=w877e19a16f98407fa789f547b470c5cf&csf=1&web=1&e=KAqZhU,,,11/07: Intake processed,03.Processed,"PTPE0918_IP
PTPE0918_IF",,,,2024-10-10 06:32:56
01. IAO ERP,,2403.0,LI-100-040-0005,,06. PTP,03.R3,Cari H Shim,,"01.IP - Intel Product
02.IF - Intel Foundry",Kumar Vytla,04.Enhancement,Rajesh Tol,Enhancement required to Auto update the PO/IBD based on change signal received from OEM VMI supplier via E2Open,,,LI-100-040,R3 Design Sprint 4,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2403_RICEFW%20Intake%20form_Auto%20update%20PO_IBD_VMI%20Change%20Signal.pptx?d=w18810a789d6440aba086526071db64e5&csf=1&web=1&e=Vlg5eD,Christopher J Martin,Vijay Sharma,11/12 - Not applicable as this can be handled via CR or new interface ( but not enhancement ),01.inactive,,,,,2024-10-15 06:26:24
01. IAO ERP,,2405.0,,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,01.IP - Intel Product,Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",TM - GTT:(1 RICEFW) SFDC R4C pulling “Shipment Tracking” related information from S/4 TM,,,R-220-090,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Logistic/Logistics%20GTT/RICEFW%20Intake%20forms/SFDC_GTT_Related%20field_Intake%20Form.pptx?d=wa3bcf300961e4927b7d5e352848fe071&csf=1&web=1&e=jAl9M8,Kimberly Moore,Shameek Dhir,"10/15: SAP approved.
10/15: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,LOGE0843,,,,2024-10-15 07:24:42
01. IAO ERP,,2406.0,IDM-USID-0213-FTS IP,,08. FTS IP,03.R3,Thomas M Sanger,Matthew Katzorke,01.IP - Intel Product,Steffanie Maxey,02.Interface,Sekhar Lingam,Inbound interface for WLA Hold scenario to trigger Outbound ASN with Non-Valuated material iDoc up on receiving Inbound ASN with Valuated material from IP-SAP System to e2open system for FTS-IF,,,M-100-140,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BE81C80D5-3808-45F9-BDAF-88DB998C6A58%7D&file=M-100-140_FTS_IP_Inbound%20interface%20for%20WLA%20Hold%20scenario%20to%20trigger%20Outbound%20ASN%20with%20Non-Valuated%20material%20iDoc%20up%20on%20receiving%20Inbound%20ASN%20with%20Valuated%20material%20from%20IP-SAP%20System%20to%20e2open.pptx&wdLOR=c57D3FA36-BF3B-4F94-B1E3-F633BB1CA3E4&action=edit&mobileredirect=true,Shilpa Chandra,Karthik Reddy Reddy,To be presented in intake meeting,03.Processed,"FTSI0834_IF, FTSI0834_IP",,,,2024-10-15 07:40:51
01. IAO ERP,,2407.0,IDM-USID-0035-FTS IP,,08. FTS IP,03.R3,Thomas M Sanger,Matthew Katzorke,01.IP - Intel Product,Steffanie Maxey,04.Enhancement,Sekhar Lingam,Enhancement  to delete unfirm  PR and STR  in IP S4,,,PLB-020-040,R3 Design Sprint 4,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B379CAB1C-0563-4CF4-8938-971E864E0ED4%7D&file=PLB-020-040_FTS_IP_Report%20program%20to%20delete%20unfirm%20%20PR%20and%20STR%20%20in%20IP%20S4.pptx&action=edit&mobileredirect=true,Shilpa Chandra,Karthik Reddy Reddy,"This was skipped on 10/31 pending alignment

To be presented in intake meeting,",01.inactive,,,,,2024-10-15 07:46:26
01. IAO ERP,,2408.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,02.Interface,Rudra Sengupta,3A7 Outbound Interface  Commit signal,,,M-100-220,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/M-170-210_FTS_Outbound%20Interface%20%20Commit%20signal%20against%20Text%20PO.pptx?d=wd247bf4fb4f44704b2576f6e7d80c0e0&csf=1&web=1&e=0JDc3U,,,"12/13 : Intake Processed
This was skipped on 10/31, to be brought back later, pending alignment",03.Processed,FTSI1101,,,,2024-10-15 07:58:57
01. IAO ERP,,2409.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,04.Enhancement,Rudra Sengupta,PLB-020-120_FTS_IF_Custom program for Planned Order deletion in S4,,,PLB-020-120,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PLB-020-120_FTS_IF_Enhancement%20of%20Wrapper%20program%20for%20Planned%20Order%20deletion%20in%20S4.pptx?d=wf309d18751d842ffa5c5492e164d63f8&csf=1&web=1&e=uWcqjM,,,,03.Processed,FTSE0788,,,,2024-10-15 08:00:22
01. IAO ERP,,2410.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,04.Enhancement,Rudra Sengupta,PLB-020-040_FTS_IF_Custom program for PR and STR deletion in S4,,,PLB-020-040,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/PLB-020-040_FTS_IF_Enhancement%20of%20Wrapper%20program%20for%20PR%20and%20STR%20deletion%20in%20S4.pptx?d=w69572b6794b740239b745e20e13a7acf&csf=1&web=1&e=wTayri,,,,03.Processed,FTSE0789,,,,2024-10-15 08:01:24
01. IAO ERP,,2411.0,IDM-USID-2272-FPR,,03. FPR,03.R3,Shane Bethune,Casey Chongo,"01.IP - Intel Product
02.IF - Intel Foundry",Bharath PLVN,04.Enhancement,Prabesh Acharya,Continue to auto-certify a BL task when the related JE is approved​,,,DC-030-010,R3 Design Sprint 7,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B6FEE1D76-43F8-4F23-B039-9BC249C3279D%7D&file=XXXX_TBD.pptx&action=edit&mobileredirect=true,Rea Meyer,Shiva Shankar Harikrishnan,"10/25: this is a duplicated Item, Surviving Item will be 2219.",01.inactive,FPRE0762_IP FPRE0762_IF,,,,2024-10-15 16:44:58
01. IAO ERP,,2412.0,IDM-USID-2272-FPR,,03. FPR,03.R3,Shane Bethune,Casey Chongo,"01.IP - Intel Product
02.IF - Intel Foundry",Bharath PLVN,02.Interface,Prabesh Acharya,"ECA integration ​
1). With SAP S4 to allow JE information along with task ID to Mulesoft via API data file​
2). With Blackline to send task ID mapping and JE information for BL to peform task certification​",,,DC-030-010,R3 Design Sprint 7,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B6FEE1D76-43F8-4F23-B039-9BC249C3279D%7D&file=XXXX_TBD.pptx&action=edit&mobileredirect=true,Rea Meyer,Shiva Shankar Harikrishnan,10/03: Ready for intake review,03.Processed,"FPRI0863_IP
FPRI0863_IF",,,,2024-10-15 21:43:18
01. IAO ERP,,2413.0,IDM-USID-2272-FPR,,03. FPR,03.R3,Shane Bethune,Casey Chongo,"01.IP - Intel Product
02.IF - Intel Foundry",Bharath PLVN,04.Enhancement,Prabesh Acharya,Add a field in ACDOCA to store Cert ID to continue auto-certify a BL task when the related JE is approved​,,,DC-030-010,R3 Design Sprint 7,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B6FEE1D76-43F8-4F23-B039-9BC249C3279D%7D&file=XXXX_TBD.pptx&action=edit&mobileredirect=true,Rea Meyer,Shiva Shankar Harikrishnan,10/03: Ready for intake review,03.Processed,"FPRE0777_CFIN,FPRE0777_IP, FPRE0777_IF",,,,2024-10-15 21:43:18
01. IAO ERP,,2414.0,LO-170-080,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,"01.IP - Intel Product
02.IF - Intel Foundry",Sundari Devi Karuppaiah,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Custom transaction to be created for uploading Ebook serial number,,,LO-170-080,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B1BAABE9B-32E2-448B-B582-DD7AA2FC0EE9%7D&file=R3_IP_OTC_LE_Custom%20transaction%20code%20for%20Ebook%20serial%23_Intake_Form.pptx&wdLOR=c37737DFB-3569-4547-8CA7-4C4683B5354F&action=edit&mobileredirect=true,Shiuk Ming Loke,Sonu Kumar,10/17: Approved by GPO,03.Processed,"LOGE0804_IF,LOGE0804_IP",,,,2024-10-15 22:40:23
01. IAO ERP,,2415.0,OR-140-140-005,,03. FPR,03.R3,Shane Bethune,Sukhwinder Ranu,03.Shared Services,Bharath PLVN,02.Interface,Prabesh Acharya,Interface to transfer the details of selected invoice from WOM to CFIN ( Inbound Interface to CFIN sys ) for which the Baseline Date needs to be deferred.,,,OR-140-140,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2415_FPR_RICEFW%20Intake%20Form_OR-140-140_WOM_Interface%20from%20WOM%20to%20CFIN%20for%20Defering%20of%20the%20Baseline%20date%20in%20CFIN%20sys.pptx?d=we63ba87e64ca472cba1fd972902ea679&csf=1&web=1&e=GEuS5M,Rachel M Goulding,Rahul Ranjan,"10/17: Link is duplicated of 2276.
10/10: Ready for Tech",03.Processed,FPRI0862,,,,2024-10-15 22:47:18
