Approved Release [PMO Only],Intercepting Testing Cycle,Change ID (AC),Approved/Denied,Next Steps,Program Scope,Requested Releases,"Priority (Very High, High, Medium, Low)",Requestor Team*,Requestor Sub-team*,Logistics?,Impacted Towers/Horizontals (Multiple Selection),Change Request Owner,Change Request IT Owner For The Function,Project Manager,Related Open Design Topic,Related CR,Related Risk/Issue [RAID #],Related KDD [RAID #],ServiceNow Reference,ServiceNow Delivery Status,B-App IAPM ID,B-App IAPM Name,Special Projects,Change Title*,Change Description,Rationale for the Change,Impact to Schedule,Ready for PMO Review?,Core vs Non-Core Functionality,Link to Approval Email,Link to Change Request Review Deck,CR Category,Type of Change [For Program Releases - R1-R5],Impacted L3's,Will have BPM Standards (BIC/WIKI) Updates?,Complexity,Technical Effort Estimation,Design Complexity Value,Dollar Impact (US Design Hours),Dollar Impact ($),Functional Effort,CDI Tech Effort [SCP Build],PDH Tech Effort [SCP Build] hrs,BY Tech Effort [SCP Build] hrs,ECA Tech Effort [SCP Build] hrs,Config Effort [ERP Build],Tech Effort [ERP Build],ECA Effort [ERP Build],Data Migration [ERP Build],Security Effort [ERP Build],BApps Tech Effort,Total SCP Tech Effort,Total ERP Tech Effort,ERP Dev Team [For Build CR's Only],Added/Pushed Object ID's?,Dev Team of New Object,Count of New Objects,Added Object ID's,RICEFW Console ID,S4 Object Tracker,Count of New S4 Objects,Deloitte ECA,Count of New Deloitte ECA Objects,Intel ECA,Count of New Intel ECA Objects,Count of New ECA Objects,SCP - RICEFW,Count of SCP RICEFW,SCP - PDH,Count of SCP - PDH,Count of New SCP Objects,Changed Build Objects,Count of Changed Objects,Changed S4 RICEFW's,Count of Changed S4,Changed ECA ID's,Count of Changed ECA,Changed SCP ID's,Count of Changed SCP,Descoped RICEFW ID's,Replacement Object,Planned FUT Complete date,Count of Descoped RICEFW's,Change Status,Need Core Leadership approval? [PMO],Need MRC Approval? [PMO],Review Date with Change Ingestion,Notes from Change Ingestion,2nd Review Date with CCB,Notes from 2nd CCB Review,Actual Review Date with CL [Stage 1],Notes from Core Leadership Review [Stage 1],Actual Review Date with CL [Stage 2],Notes from Core Leadership Review [Stage 2],Review Date with MRC,Notes From MRC Review,Comments for Rejection/Deferral,Design vs Build,Approval Level,Leadership Approval Date,Month of Approval,Final Month of Approval,Month of Creation,Creation Date,Days Open,Aging,Created By,Reconciliation Done?,For Future Release?,Completion Status (Build CR),Completion Status (Object ID),Completion Status (Manual),Overall Completion,Added to Build CR Tracker,Applicable for R4
,,INT-CR1753,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-26 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1754,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-26 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1755,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1756,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1757,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1758,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1759,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1760,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,No,,,,,,,,,,,,,,Tower,,,,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1761,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1762,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1763,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1764,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,brthigpen@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1765,New,Ready: Wednesday,ERP,"R3 Backlog
R3.X (Post-R3)
R4 (Release 4)
R5 (Release 5)
R5+ (Post Release 5)",Medium,02. E2E Process Integration,2.4 E2E Process Integration - Cross Functional Topics,,"02. E2E Process Integration
03. FPR
04. OTC IF
05. OTC IP
06. PTP
07. FTS IF
09A. Master Data",craig.eastwood@intel.com,Data & Analytics - Rebecca Verette,E2E - Aishwarya Bhat,,n/a,n/a,n/a,,,,,,Intel Federal equipment procurement and management,"Intel Federal’s business is expanding due to increased demands from  the US Govt. Intel Federal needs to be able to place orders on Intel Foundry to purchase, assemble and manage various tooling/M&E on their behalf.","The current IAO design for this is manual, and with increased business demand, would likely be cumbersome for Intel Federal to manage. This is an Investigational CR to determine whether Intel Federal can leverage the existing PO/SO and WBS element process (LE-199 on the IP instance placing orders on  LE-101 on the IF instance) and then having IF install and manage the finished tool/M&E as part of the Partner-Owned Equipment (POE) process.","New business requirement. Intel Federal understands that functionality may not be available by R3, unless existing PO/SO and POE (Partner-Owned Equipment) processes can be leveraged.",No,Core,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/E2E/CR_Intel%20Federal%20Equipment%20Ordering_link%20to%20IF_POE%20process.pptx?d=wfb4e63926a6145979e394cbcddb4ea47&csf=1&web=1&e=lkiDJH,,0. Request for Investigation,,No,,Medium,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,00. Identified,,,,,,,,,,,,,,Other,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,40.0,> 30 Days,web-form@smartsheet.com,,No,,,,N/A,No,
,,INT-CR1766,Cancelled,,ERP,R3 (Release 3),Medium,03. FPR,3.11 FPR - Project Accounting,,,,,,,,,,,,,,,"CR to be cancelled, no longer needed.","CR to be cancelled, no longer needed.","CR to be cancelled, no longer needed.",A build CR has been created,Yes,,,"https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/FPR/INT-CR1766%20%E2%80%93Interface%20for%20Importing%20the%20Xesus,%20Mars%20volume%20details%20from%20ECA%20into%20S4%20file%20path.pptx?d=w7a028788f9574bd0a59a662325b463b5&csf=1&web=1&e=uQEk2s",New Requirement / Scope,4. Change to Existing RICEFW / ECA/ Build Object,DC-050-680,,Medium,Medium,2.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,Build,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,suresavula@deloitte.com,,No,,,,In Progress,No,
,,INT-CR1767,Cancelled,,ERP,R3 (Release 3),Medium,03. FPR,3.11 FPR - Project Accounting,,,,,,,,,,,,,,,"CR to be cancelled, no longer needed.","CR to be cancelled, no longer needed.","CR to be cancelled, no longer needed.",A build CR has been created,Yes,,,"https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/FPR/INT-CR1767%20%E2%80%93%20Consume%20HAT%20details%20and%20Xesus,%20Mars%20volume%20details%20from%20S4%20file%20path.pptx?d=wb2c1b3c25df9403982a6bd460679c89c&csf=1&web=1&e=7XKRIu",New Requirement / Scope,4. Change to Existing RICEFW / ECA/ Build Object,DC-050-680,,Medium,Medium,2.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,Build,Not Assigned,,Not Approved,#INVALID OPERATION,"02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,suresavula@deloitte.com,,No,,,,In Progress,No,
R3 (Feb 2027),R3 ITC2,INT-CR1770,Approved,,,R3 (Release 3),High,05. OTC IP,5.10 OTC IP - Logistics Management Outbound,Yes,"04. OTC IF
05. OTC IP
09A. Master Data",andrew.t.austin@intel.com,,Data - Julie Fawdington,,,,,,,,,,MDG weight program enhancement for IF HALB,Enhance existing MDG weight program to use IP FERT material weight to update the IF HALB materials,"Due to separation of IF/IP, the movement of a finished product from IF to IP must be arms length, including the recording of weight of shipment.
Current BP does not include weighing of shipment between IF to IP FG Warehouse to minimized the waste in processing and avoid the need of processing lanes.
Even though IF to IP handoff occurs by pushing a cage across the warehouse from IF factory dock to IP receiving, certain country specific requirements for actual weight to be captured.
Current MDG weight program enhancement will only provide updated weights for MM’s that are actively being weighed at shipment.  Without enforcing weighing of IF “test” or “finish” shipments, the",,,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/Data/INT-CRxxxx_MDG%20MM%20weight%20program%20enhancement%20for%20IF%20HALB.pptx?d=w7b20b3be485c474ab99bb02762ac7ca5&csf=1&web=1&e=prqZQU,Design / Build Gap,4. Change to Existing RICEFW / ECA/ Build Object,,,,,0.0,,,18.0,,,,,,36.0,,,,,0.0,36.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,DATI0508,1.0,,,,,,,,0.0,10. OSC/CL Approved (end status),Yes,No,2026-03-12 00:00:00,,,,2026-03-13 00:00:00,,,,,,,Build,CL/OSC,2026-03-13 00:00:00,"03, 2026","03, 2026","02, 2026",2026-02-27 00:00:00,0.0,< 15 Days,imme.sandweg@intel.com,,No,,,,In Progress,No,
,,INT-CR1769,Cancelled,,,,,,,,,,,,,,,,,,,,,,,Current BP does not include weighing of shipment between IF to IP FG Warehouse to minimized the waste in processing and avoid the need of processing lanes.,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,,,,2026-02-27 00:00:00,0.0,< 15 Days,imme.sandweg@intel.com,,No,,,,In Progress,No,
,,INT-CR1771,Cancelled,,,,,,,,,,,,,,,,,,,,,,,"Current MDG weight program enhancement will only provide updated weights for MM’s that are actively being weighed at shipment.  Without enforcing weighing of IF “test” or “finish” shipments, the",,No,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,,,Not Assigned,,,,,2026-02-27 00:00:00,0.0,< 15 Days,imme.sandweg@intel.com,,No,,,,In Progress,No,
R3 (Feb 2027),R3 ITC3,INT-CR1772,Approved,,SCP,R3 (Release 3),Medium,08. FTS IP,8.10 FTS IP - IP R3 Supply & Material Planning,,07. FTS IF,elena.kaufman@intel.com,FTS (SCP IP & OP) — Chad Smith,FTS IP - Loni Adams,,Noted as part of R2 Hypercare,n/a,n/a,,,,,,Time Phased Capacity Upside modeling,"Enhance the PRF calculation by enabling BY ESP to model wafer capacity upside in a way that generates a more gradual profile of die availability. This is needed in the ESP_BEUNCON scenario used to generate BE PRF signals, but would modulate capacity on the Fab stage.",Provide a more reasonable & realistic forecast to Intel Foundry and our other OSAT partners.,pending IT feedback,No,Non-Core,,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/CCB/IP%20SP%20CR1772%20-%20Time%20Phased%20Capacity%20Upside%20modeling.pptx?d=wb0e85d9fcf0f4ed0ad538b98492fafc2&csf=1&web=1&e=NAolVt",,1. Process Scope / Design Change,,No,,Medium,0.0,,,40.0,,,160.0,,,,,,,,160.0,0.0,N/A,No,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,10. OSC/CL Approved (end status),Yes,No,2026-03-26 00:00:00,,,,2026-03-27 00:00:00,,,,,,,Design,CL/OSC,2026-03-27 00:00:00,,,,2026-02-27 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,,,In Progress,No,
R3 (Feb 2027),R3 ITC2,INT-CR1773,Approved,,ERP,R3 (Release 3),Medium,05. OTC IP,5.10 OTC IP - Logistics Management Outbound,Yes,05. OTC IP,manjunath.shastry@intel.com,OTC — Kevin Brown,OTC IP - Teresa McNicol/Jon Benoist,,NA,03541,NA,,,,,,2DN: Customs déclaration création before GR in 2DN process,Import declaration must be created in GTS before the GR is done in S4 for the IBD’s in 2DN process. ( Only valid for NL location ),"GTS E4H will be creating and filing the import declarations to the NL customs authorities by referring the open IBD documents which are importing materials into NL. The Current design for the 2DN process is to have the IBD created and GR done in a single program thereby marking the IBD as complete before the declaration is created in GTS. Since there are no open IBD documents, the declaration are not getting created via the automation program. ​",No Impact,No,Core,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B03A7270F-15BC-4DCB-9470-F2A34C667FC4%7D&file=INT-CRXXXX%20LOG__GTS_Customs%20declaration%20creation%20before%20GR%20in%202DN%20process.pptx&wdLOR=c4853B34F-B7CD-443B-90EB-D0AC24CE2DBB&action=edit&mobileredirect=true,,4. Change to Existing RICEFW / ECA/ Build Object,,No,,Medium,0.0,,,80.0,,,,,,50.0,,,,,0.0,50.0,Tech - S/4,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,"LOGE1114​, LOGE1147​, OTCE1420, OTCE1421​, OTCE1505​",5.0,,,,,,,2026-05-22 00:00:00,0.0,10. OSC/CL Approved (end status),Yes,No,2026-03-05 00:00:00,,,,2026-03-06 00:00:00,,,,,,,Build,CL/OSC,2026-03-06 00:00:00,,,,2026-02-28 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,Dev Not Started,,,In Progress,Yes,
R3 (Feb 2027),N/A,INT-CR1774,Approved,,ERP,R3 (Release 3),Medium,03. FPR,3.1 FPR – GL Close & Consolidate,,"03. FPR
09B. Data Migration",shivax.shankar.harikrishnan@intel.com,"FPR — Sara Cooper, Bharath Paturi, Nidhi Wadhwani",FPR - Aubrey Hinderlider,NA,NA,NA,NA,NA,,NA,#INVALID VALUE,,RICEFW Cancellation request for RICEFW FPRE1716 IP and IF,"Cancellation of RICEFW FPRE1716(IP,IF)",The conversion logic in FPRE1716 will be merged with FPRC1724. Hence the RICFEW FPRE1716 will be redundant. Hence requested for cancellation.,No impact.,Yes,Non-Core,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/CR1774/GPO%20approval_%20PAT%20Conversion%20object_%20Request%20for%20be%20cancelled.msg?csf=1&web=1&e=rz5pPj,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/New/EXT%20RE%20PAT%20Conversion%20object_%20Request%20for%20approval.msg?csf=1&web=1&e=dn6F8A,Missed Requirement,5. Cancel RICEFW / ECA / Build Object,,No,Low,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,PTPE0471,1.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,,,0.0,,,,,"FPRE1716_IP, FPRE1716_IF","FPRC1724_IP, FPRC1724_IF",,2.0,04. Tower/Horizontal Approved (end status),No,,2026-03-04 00:00:00,,,,,,,,,,,Other,Tower,2026-03-04 00:00:00,,,,2026-03-02 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR1775,Approved,,ERP,R3 (Release 3),Low,03. FPR,3.1 FPR – GL Close & Consolidate,,"03. FPR
10. Analytics",shivax.shankar.harikrishnan@intel.com,"FPR — Sara Cooper, Bharath Paturi, Nidhi Wadhwani",FPR - Aubrey Hinderlider,NA,CR1434,NA,NA,NA,,NA,#INVALID VALUE,,Cancellation of CR1434 New GL balance recon report_R3,Cancellation of CR1434 New GL balance recon report_R3,"The recon report for GL trial balance will be developed based on R1 scope. In R3, the balances will be different across all the three S4 instances. Hence, the R3 Trial balance report is not required.",No impact,Yes,Non-Core,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/CR1775/IT-GPO_%20FI%20Recon%20report%20for%20R3_Request%20for%20approval.msg?csf=1&web=1&e=GBQkWv,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/New/EXT%20RE%20FI%20Recon%20report%20for%20R3_Request%20for%20approval.msg?csf=1&web=1&e=4C0XMO,Missed Requirement,5. Cancel RICEFW / ECA / Build Object,,No,Low,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,,,0.0,,,,,,,,0.0,04. Tower/Horizontal Approved (end status),No,,2026-03-04 00:00:00,,,,,,,,,,,Other,Tower,2026-03-04 00:00:00,,,,2026-03-02 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,,,In Progress,No,
,,INT-CR1776,New,,ERP,R3 (Release 3),Medium,05. OTC IP,5.11 OTC IP - Order Management,,"05. OTC IP
11. Technology
17. B-App",Chandrakanth Elancheran,OTC — Kevin Brown,OTC IP - Teresa McNicol/Jon Benoist,,,,,,,,,,2DN Vendor assignment in PDH & Delivering plant determination in SO2,"Existing Vendors representing component warehouses (CWs) are configured in a way that prevents the Logistics 2DN wrapper program  to process inbound delivery & GR at the Cross-dock plant.
Setup an additional vendors (with plant code maintained in Search term 2 filed) in MDG per CW. 
Have the PDH assign these 2DN vendors when processing transfer requests for CW -> Cross dock movement orders, rather than the existing vendor associated to the CW.
Supplying plant determination For SO2","Currently, the vendors representing CWs are configured with their source plant configured in the standard field (WERKS).  This works for standard STO’s. 2DN scenarios (specifically the Logistics 2DN wrapper program) requires vendors to be treated as external vendors (with no plant vendor maintained)",,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/DRAFT_CRXXXX%20PDH%202DN%20VendorID%20assignment.pptx?d=wc0096d6af8de4cb1a8798b64b4e8e28e&csf=1&web=1&e=0HnK5O,,13. Other Milestone Adjustments,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,00. Identified,,,,,,,,,,,,,,Other,Not Assigned,,Not Approved,#INVALID OPERATION,,2026-03-03 00:00:00,36.0,> 30 Days,celancheran@deloitte.com,,No,,,,N/A,No,
,,INT-CR1777,New,,ERP,R3 (Release 3),Medium,10. Analytics,5.11 OTC IP - Order Management,,05. OTC IP,Nupur Kumari,,,,,,,,,,,,"Creation of the view ""consignment_sales_order_fulfilment_planning_log"" till Snowflake layer in IP DEV1",This data set is required to determine the SOURCE location of the supply that is fulfilling the XDOC in support of a 2DN SO. This is essential attribute for every Vehicle Load Line data set that is generated by PDH as input to BY ESP during subsequent solve runs.,"Change was identified during recent sprint when PDH team started VLL design and development. Current ECA mapping to enable VLL in PDH turned out to be incorrect and this required detailed design discussions b/w PDH, S4 and ECA teams to arrive at the data gaps and to be solution approach",,No,,,,,1. Process Scope / Design Change,,,,Low,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,1.0,OTCPCV051,,,0.0,OTCPCV051,1.0,,0.0,1.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,00. Identified,,,,,,,,,,,,,,Design,Not Assigned,,,,,2026-03-03 00:00:00,36.0,> 30 Days,njalaliheravi@deloitte.com,,No,,,,N/A,No,
,,INT-CR1778,New,,ERP,R3 (Release 3),High,05. OTC IP,5.11 OTC IP - Order Management,,05. OTC IP,Chandrakanth Elancheran,OTC — Kevin Brown,OTC IP - Teresa McNicol/Jon Benoist,,,,,,,,,,Update to the M&A Custom conversion utility tool (OTCE0719),"Based on the feedback from development team, this effort will span multiple sprints as the work consists of both front-end Fiori development (involving multiple screens) and substantial backend programming.
The below list of functionalities are to be achieved in OTCE0719
Mass external SO upload/conversion based on the template
Internal open sale orders conversion –This includes Identifying the open orders in the existing system (in a specific sales organization as an example) & creating an upload file as a result, which then can be uploaded to create orders under a different sales organization – This is based on a Merger/Acquisition.
Mass Order cancellation(mainly to support the above internal order conversion process, once the open orders are converted into target Sales Org, the open orders in source sale org has to be rejected)
Flexibility in translation data – the translation data (XREF’s) can be maintainable, so that this tool can be used across multiple Mergers & Acquisitions over time.
Reconciliation reports to review pre & post data (with colored differentiation on the results)
Summary screens for the results (for the executions in foreground)",Feedback from development team on the custom conversion object’s (OTCE0719) complexity in developing all the requirements(listed above) as part of the object.,,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CRXXXX-M%26A%20Custom%20Conversion%20Utility%20Tool(OTCE0719).pptx?d=w1c867bd616aa48c5ba44e95dcfd8df8c&csf=1&web=1&e=J01KJd,,4. Change to Existing RICEFW / ECA/ Build Object,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,00. Identified,,,,,,,,,,,,,,Build,Not Assigned,,Not Approved,#INVALID OPERATION,,2026-03-03 00:00:00,36.0,> 30 Days,celancheran@deloitte.com,,No,,,,N/A,No,
